"LIZARDNUMBER","DATE","TIME","EASTING","NORTHING","Distance.Moved..m."
"F137","12/6/11","15:39",501301,3592413,0
"F137","12/27/11","10:55",501301,3592413,0
"F137","1/18/12","13:53",501343,3592391,47
"F137","1/24/12","12:53",501343,3592391,0
"F137","2/1/12","11:40",501343,3592391,0
"F137","2/17/12","15:58",501343,3592391,0
"F137","2/29/12","16:13",501340,3592393,4
"F137","3/10/12","14:22",501345,3592394,5
"F137","3/14/12","10:57",501342,3592392,4
"F137","3/22/12","16:03",501360,3592373,26
"F137","3/27/12","14:36",501500,3592225,204
"F137","4/5/12","7:43",501387,3592385,196
"F137","4/13/12","18:09",501386,3592383,2
"F137","4/21/12","8:30",501317,3592289,117
"F137","4/22/12","18:44",501557,3592269,241
